longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-118.31,34.09,28,720,267,891,265,1.8977,204863.05,100000,<1H OCEAN
-118.63,34.18,33,5252,760,2041,730,6.7977,386701.12,389700,<1H OCEAN
-121.89,37.31,47,2986,627,1399,613,3.7455,223349,247400,<1H OCEAN
-119.38,36.55,31,2342,439,1411,465,3.017,78464,72000,INLAND
-121.83,37.32,17,1887,664,1906,597,2.5652,180350,165300,<1H OCEAN
-116.97,33.96,12,5876,1222,2992,1151,2.4322,106116,112100,INLAND
-119.25,35.78,35,1927,386,1371,414,2.2981,64327,69900,INLAND
-118.12,34.56,5,6446,1154,3427,1104,3.9936,136249,148500,INLAND
-117.08,34.02,20,3111,563,1453,538,3.3365,136992,122800,INLAND
-117.85,33.89,22,4020,655,1486,635,5.9639,268833.02,262300,<1H OCEAN
-117.12,32.8,29,2863,534,1392,522,3.8719,173958,174200,NEAR OCEAN
-121.81,39.7,21,5051,1054,2948,980,1.5863,79396,81300,INLAND
-118.14,33.76,44,1633,536,741,513,3.385,260990.07,408300,NEAR OCEAN
-117.93,34.06,35,1022,183,628,187,3.9375,178870,187500,<1H OCEAN
-117.87,33.71,16,3397,686,1924,621,4.9148,235927,155500,<1H OCEAN
-121.54,38.59,40,2120,504,1304,464,2.0368,70793,67800,INLAND
-118.32,33.94,36,1722,280,830,261,4.0536,188971,189000,<1H OCEAN
-118.31,34.07,20,3264,1248,2919,1191,2.3674,274690.08,500001,<1H OCEAN
-121.22,37.8,13,335,89,247,77,1.6111,110003,74100,INLAND
-121.54,39.12,17,4251,899,3265,934,2.3496,100105,65000,INLAND
-122.04,37.33,26,2690,401,1264,429,7.7643,401355.09,474700,<1H OCEAN
-117.29,34.12,45,1369,351,1046,274,1.8438,67620,72100,INLAND
-118.4,33.98,39,714,118,314,117,5.9856,360591.03,432100,<1H OCEAN
-118.31,33.73,52,1665,280,656,282,5.249,365175.09,351900,NEAR OCEAN
-117.14,32.83,25,2161,462,896,468,2.2284,172951.03,177500,NEAR OCEAN
-121.99,37.92,14,1780,224,764,226,9.0243,376194.22,427700,INLAND
-117.97,33.75,26,3361,722,2709,648,3.9107,197440,190700,<1H OCEAN
-122.46,37.77,52,3193,688,2099,681,3.9375,378149.08,402900,NEAR BAY
-117.28,32.73,44,1934,325,783,316,4.8684,368965.07,358600,NEAR OCEAN
-121.96,38.33,3,7985,1257,3664,1215,4.976,206643,158300,INLAND
-118.25,34.02,32,1311,410,1792,396,2.3304,143721,119900,<1H OCEAN
-117.97,34.06,34,3580,684,2786,636,4.0469,190778,166800,<1H OCEAN
-121.88,37.33,35,3300,1154,3120,1075,1.473,200269,213600,<1H OCEAN
-118.52,34.24,6,3218,949,2295,876,3.0926,201411,418500,<1H OCEAN
-117.87,34.1,15,6409,1363,3359,1267,3.875,197572,173300,<1H OCEAN
-119.42,35.97,21,554,121,426,122,2.3516,104983,47500,INLAND
-118.33,33.97,44,2526,579,1423,573,2.5363,167106,158800,<1H OCEAN
-119.02,35.32,14,2927,588,1821,561,3.3529,98083,82600,INLAND
-121.37,38.56,27,1827,509,852,450,2.0901,97794,52500,INLAND
-121.9,37.36,38,1141,333,1028,291,2.7333,204123,182500,<1H OCEAN
-122.45,37.75,36,2303,381,862,371,6.0274,352189.02,349000,NEAR BAY
-117.07,32.63,37,2303,379,1026,357,3.455,146485,156900,NEAR OCEAN
-122.43,37.77,52,1567,482,654,425,2.6914,322018.02,366700,NEAR BAY
-119.37,36.47,26,337,69,277,73,2.3438,99123,100000,INLAND
-119.64,36.82,14,4872,656,2085,617,5.6739,213635,173800,INLAND
-118.11,33.97,33,2125,500,1672,476,3.6397,179989,166600,<1H OCEAN
-122.16,37.48,36,2238,479,1949,457,2.3769,163155,157300,NEAR BAY
-121.86,37.41,16,1603,287,1080,296,6.1256,262742,266900,<1H OCEAN
-121.53,38.57,34,3395,592,1518,627,4.0833,172780,118500,INLAND
-117.84,33.74,24,1752,407,910,427,3.3611,215587,134600,<1H OCEAN
-122.11,37.31,7,189,26,84,29,13.8093,414866.59,500001,<1H OCEAN
-118.03,33.91,32,4040,832,2526,798,3.2143,181430,160100,<1H OCEAN
-121.51,38.58,42,1822,636,1372,560,1.2542,91797,76000,INLAND
-120.85,37.78,30,1120,248,609,237,2.2386,97794,87200,INLAND
-118.26,33.98,43,762,206,854,188,1.2315,100856,98200,<1H OCEAN
-122.04,37.63,21,1307,236,586,249,4.7813,223220,241900,NEAR BAY
-117.66,34.1,26,1855,553,1109,536,2.2429,108263,150000,INLAND
-117.68,35.64,15,3253,573,1408,586,5.2043,145823,95700,INLAND
-117.31,34.25,29,4610,,1569,592,2.7663,92166,97900,INLAND
-120.43,38.25,13,763,161,311,125,2.4583,135573,112500,INLAND
-118.27,34.03,51,1280,422,1560,381,1.7115,145976,125000,<1H OCEAN
-120.84,38.77,11,1013,188,410,158,4.825,135952,184600,INLAND
-119.69,36.8,31,2576,458,1306,418,3.2813,83844,68700,INLAND
-118.49,34.28,31,3508,585,1957,588,6.6458,381467.12,285500,<1H OCEAN
-121.72,37.16,21,1062,179,631,185,4.7386,220933,394100,<1H OCEAN
-117.76,34.08,37,2263,502,1677,522,2.9388,132131,139200,INLAND
-122.21,37.38,28,4518,578,1489,559,11.3176,489975.82,500001,NEAR OCEAN
-118.2,33.77,41,1158,396,1209,336,2.7813,184225,129200,NEAR OCEAN
-122.17,37.74,41,1613,445,1481,414,2.4028,132745,97700,NEAR BAY
-118,33.97,30,6540,991,3124,953,6.0663,282806.02,372600,<1H OCEAN
-119.17,34.22,29,4188,816,2783,790,4.1949,258813,197100,NEAR OCEAN
-118.08,33.91,36,1551,297,1100,322,5.1187,199988,168100,<1H OCEAN
-118.27,33.95,39,1529,358,1154,357,1.2091,98174,97900,<1H OCEAN
-120.99,37.65,44,2848,623,1408,576,2.1487,91017,86600,INLAND
-116.32,34.1,10,4256,861,1403,686,2.6618,99156,81000,INLAND
-117.07,32.76,14,2523,545,1297,525,2.3886,129417,138100,NEAR OCEAN
-122.38,37.73,15,6804,1664,4737,1581,1.4133,218067.02,203400,NEAR BAY
-118.1,33.81,36,856,146,451,164,5.1993,239640.01,246000,<1H OCEAN
-118.15,33.96,33,1201,340,1482,334,2.4821,157250,150000,<1H OCEAN
-122.73,39.04,23,1618,395,425,244,1.9833,86455,111500,INLAND
-122.52,37.93,34,2782,502,1219,507,5.0779,318702.05,333900,NEAR BAY
-116.54,33.79,18,9374,1780,1678,919,3.9737,141265,235600,INLAND
-116.23,33.71,17,4874,1349,5032,1243,2.444,98502,90000,INLAND
-119.2,34.18,27,1035,229,782,222,4.2212,254719,185400,NEAR OCEAN
-118.09,34.71,5,5807,1182,2602,1007,2.4012,112792,159400,INLAND
-121.97,37.01,21,2073,357,1044,351,4.5682,275102,371600,NEAR OCEAN
-119.87,36.79,7,1932,419,1014,389,3.0938,98721,76700,INLAND
-122.16,37.73,52,1114,206,425,207,2.5625,216798.03,175000,NEAR BAY
-117.89,34.08,25,2115,489,1107,477,3.1949,208327.01,207400,<1H OCEAN
-121.48,38.57,38,1145,324,596,288,1.78,75853,114300,INLAND
-118.35,33.91,26,2159,523,1331,520,3.87,228955,264500,<1H OCEAN
-118.29,33.72,21,1568,452,801,422,3.5109,268652.07,225000,NEAR OCEAN
-119.78,36.79,33,2260,440,966,413,2.9301,75557,68300,INLAND
-118.21,33.92,35,1669,445,1870,412,3.0417,144883,117300,<1H OCEAN
-118.15,33.97,32,927,250,970,248,2.1591,152853,181500,<1H OCEAN
-119.81,36.73,47,1314,416,1155,326,1.372,51169,49600,INLAND
-121.12,36.21,16,1720,473,1427,291,2.1107,140170.01,76200,<1H OCEAN
-118.1,34,32,2122,591,1929,539,2.7311,175282,169300,<1H OCEAN
-117.73,33.61,17,2612,582,832,564,2.6759,165644.03,120600,<1H OCEAN
-119.73,36.8,15,2376,538,1197,510,3.1417,97807,74600,INLAND
-118.57,34.27,20,7384,845,2795,872,9.6047,470302.41,500001,<1H OCEAN
-118.78,34.25,13,1841,237,833,231,7.7785,325039.04,404700,<1H OCEAN
-121.78,37.31,7,1973,328,1047,303,6.234,305874.04,292200,<1H OCEAN
-122.07,37.98,12,6915,1639,2940,1468,4.0154,177961.01,186100,NEAR BAY
-118.02,33.77,7,586,118,232,107,5.2077,248113.02,181300,<1H OCEAN
-117.08,33.03,10,2296,450,818,405,4.3424,197099.02,160600,<1H OCEAN
-122.24,38.1,49,1851,356,849,307,2.9432,132961,103500,NEAR BAY
-119.34,36.32,6,3266,604,1769,580,3.1574,102350,89200,INLAND
-120.45,34.64,27,2696,622,1322,543,3.0352,207725,135400,NEAR OCEAN
-122.02,37.35,26,2785,418,1221,422,8.1078,415287.28,365700,<1H OCEAN
-122.23,37.84,47,3175,454,1098,485,5.2868,363973.14,347600,NEAR BAY
-118.13,34.12,46,3156,430,1109,423,10.7397,500001,500001,<1H OCEAN
-118.38,34.09,28,4001,1352,1799,1220,2.5784,304917.06,272900,<1H OCEAN
-118.27,34.14,29,3768,1211,2320,1030,2.7685,233188,204500,<1H OCEAN
-122.73,38.42,26,1446,296,884,295,4.3523,218601,150000,<1H OCEAN
-122.38,37.6,33,2577,590,1867,566,3.3632,295140.04,265100,NEAR OCEAN
-118.52,34.4,5,7748,1557,4768,1393,5.305,267698.03,311200,<1H OCEAN
-118.28,33.83,18,5923,1409,3887,1322,3.4712,202599,194400,<1H OCEAN
-119.04,36.09,15,2288,401,1238,429,3.0278,94888,77400,INLAND
-117.24,32.81,34,2420,391,917,392,6.5881,390195.17,394400,NEAR OCEAN
-122.47,37.69,27,2447,720,2104,657,3.449,270275,239100,NEAR OCEAN
-119.18,34.16,30,2053,368,1496,391,3.6546,276333.02,186200,NEAR OCEAN
-122.71,38.35,11,2242,699,1203,642,2.3464,206691.03,104200,<1H OCEAN
-121.34,38.61,11,1716,404,722,415,2.0926,122133,166100,INLAND
-119.27,34.28,52,2239,420,941,397,4.125,265256,349000,NEAR OCEAN
-116.98,32.62,6,7995,1458,4771,1376,4.7068,181986.02,184300,NEAR OCEAN
-118.19,33.87,35,1769,436,1166,386,2.875,156277,178300,<1H OCEAN
-117.63,33.65,10,3580,491,1688,467,7.7814,355165.05,288700,<1H OCEAN
-117.61,34.02,15,1791,346,1219,328,3.8125,141537,170300,INLAND
-122.34,37.95,38,1340,298,766,241,3.2833,152975,111700,NEAR BAY
-117.34,34.46,9,5983,1122,3515,1064,3.1505,110584,102000,INLAND
-117.77,33.71,4,1646,321,859,300,5.5631,239250,227800,<1H OCEAN
-122.01,37.39,26,2500,962,2374,879,3.5586,213016,222200,<1H OCEAN
-122.47,37.78,52,2388,507,1078,494,3.5221,438997.04,443300,NEAR BAY
-117.83,33.65,8,2149,426,950,399,4.1103,234849.02,250400,<1H OCEAN
-122.15,37.75,44,1938,399,946,331,3.225,153887,135800,NEAR BAY
-117.16,33.76,11,4934,929,2508,840,2.625,109392,155400,INLAND
-121.06,39.04,14,1651,279,633,261,4.2802,156187,194800,INLAND
-117.22,32.82,35,756,135,423,136,3.5234,288925.03,183900,NEAR OCEAN
-118.08,34.01,32,1973,401,1322,386,3.4861,180948,158100,<1H OCEAN
-121.81,37.28,17,2277,428,1887,422,5.7078,261009,217000,<1H OCEAN
-122.08,37.92,26,1733,265,796,274,6.195,329516.02,264900,NEAR BAY
-122.22,37.79,52,3424,690,2273,685,3.9048,248104.05,164700,NEAR BAY
-117.18,34.04,41,1766,288,753,278,4.9125,212366,140700,INLAND
-121,39.23,15,2809,450,1267,408,4.0426,158736,191700,INLAND
-118.34,33.99,46,1217,322,662,305,3.1731,201600,140300,<1H OCEAN
-121.52,38.53,30,3377,623,1289,594,3.5737,135245,171200,INLAND
-122.39,37.57,35,520,83,185,76,6.4865,372098.19,450000,NEAR OCEAN
-119.02,35.39,30,227,75,169,101,1.3527,83245,60000,INLAND
-122.17,37.74,46,769,183,693,178,2.25,117955,84200,NEAR BAY
-122.27,37.84,52,2224,437,1006,422,2.6,183458,132600,NEAR BAY
-118.26,34.02,37,1551,501,2173,474,2.1667,145989,117700,<1H OCEAN
-122.68,38.36,8,7520,1336,3833,1287,4.3278,216915,184100,<1H OCEAN
-122.21,37.8,39,2003,500,1109,464,3.0682,156630,156500,NEAR BAY
-120.1,36.16,17,598,160,715,146,2.3295,85909,55000,INLAND
-118.19,34.14,46,2387,488,1181,456,3.6058,214009,257900,<1H OCEAN
-121.91,37.46,26,2762,496,1716,459,5.6062,264001.01,226800,<1H OCEAN
-120.96,37.54,29,1468,245,747,231,3.4643,130712,125000,INLAND
-118.43,34.26,30,1246,373,1990,369,3.5104,161135,140900,<1H OCEAN
-118.59,34.2,18,847,185,733,178,5.2149,242871,201900,<1H OCEAN
-121.58,39.76,19,2487,485,1110,453,3.1061,102835,110200,INLAND
-118.04,33.98,50,1951,458,1362,454,3,184067,163200,<1H OCEAN
-120.02,38.92,24,1194,246,414,151,3.2396,113883,101900,INLAND
-118.16,34.09,33,1515,415,1345,346,2.375,168630,175000,<1H OCEAN
-122.01,37.56,24,2563,485,1174,501,3.8179,227408,216100,NEAR BAY
-118.29,34.04,41,659,291,1224,290,2.0817,137981.01,132500,<1H OCEAN
-118.19,33.92,43,2339,487,1732,449,3.0987,151840,139400,<1H OCEAN
-116.94,32.87,24,2824,441,1480,471,5.2614,214818,177200,<1H OCEAN
-122.29,38.31,25,4927,1005,2756,998,2.7325,149138,162900,NEAR BAY
-118.13,33.77,52,3697,691,1436,671,4.6852,339176.15,395200,NEAR OCEAN
-122.08,37.71,38,1663,295,781,301,5.0519,281477.01,227000,NEAR BAY
-121.82,37.27,16,2030,321,1343,365,6.3566,292111,279100,<1H OCEAN
-117.32,33.25,7,8206,1523,4399,1423,3.6301,218030.02,170900,<1H OCEAN
-118.27,33.81,10,1881,571,1769,553,3.9286,176156,114000,<1H OCEAN
-122.07,37.7,32,3400,736,1487,694,3,221764.01,223200,NEAR BAY
-118.27,33.94,43,1309,344,1182,340,1.6625,96259,88700,<1H OCEAN
-121.7,36.55,21,3905,583,1528,586,7.6245,375516.09,336600,<1H OCEAN
-118.17,34.03,42,882,292,1248,281,2.761,145345,120000,<1H OCEAN
-116.32,34.14,18,1880,487,994,425,1.69,69606,54200,INLAND
-117.18,34.07,14,1258,245,752,264,3.3924,123400,97400,INLAND
-122.23,37.8,52,1192,289,772,257,2.3833,158123.01,146900,NEAR BAY
-118.16,33.88,33,2180,522,1634,467,3.0114,170743,167000,<1H OCEAN
-118.24,34.16,40,2549,591,1156,546,3.3333,248725,374300,<1H OCEAN
-122.47,38.5,23,2191,415,959,361,4.1993,218013,214500,INLAND
-117.4,33.95,32,1979,491,954,444,2.4408,105920,117300,INLAND
-119.69,36.85,20,2655,432,1081,379,4.5398,134171,143100,INLAND
-122.25,37.47,35,3183,515,1313,487,5.9062,393896.07,383200,NEAR OCEAN
-116.99,33.76,12,7626,1704,2823,1554,2.1722,102965,69400,INLAND
-118.05,34.16,41,3320,713,1236,659,3.5694,232801,278600,INLAND
-117.98,35.13,5,4849,920,2504,847,3.5391,118239,81900,INLAND
-119.67,34.44,32,3202,537,1316,538,5.2888,263159.03,463800,<1H OCEAN
-118.5,33.97,52,709,329,388,313,2.2643,334020.31,350000,<1H OCEAN
-118.37,33.98,39,303,69,131,73,4.3438,270121,331800,<1H OCEAN
-121.53,39.44,26,1340,255,662,239,2.6071,93478,57100,INLAND
-117.8,33.69,15,2099,322,873,307,7.9887,364953.1,328000,<1H OCEAN
-118,34.12,42,870,170,546,164,4.625,227405.99,173800,INLAND
-121.42,37.76,18,5501,1051,2964,1009,4.1855,180525,162100,INLAND
-122.8,39.08,17,1880,467,798,342,1.4676,75184,65000,INLAND
-118.11,33.75,15,2569,812,785,477,5.4011,323247.08,346400,NEAR OCEAN
-124.1,40.95,17,1485,345,823,316,1.8993,86329,78400,NEAR OCEAN
-118.17,33.79,36,948,303,1042,301,1.55,116645,100000,NEAR OCEAN
-120.69,35.25,15,4210,899,1933,867,2.794,216152,262500,NEAR OCEAN
-117.29,34.49,3,7689,1545,3804,1399,3.3871,132114,111800,INLAND
-121.1,38.95,17,1475,403,943,363,2.1287,114201,55300,INLAND
-118.23,34.13,48,737,166,462,131,3.5893,174112,212500,<1H OCEAN
-118.26,33.96,39,1542,375,1256,361,1.7167,100255,100000,<1H OCEAN
-117.71,34.09,36,2637,476,1385,483,4.1739,162390.98,158700,INLAND
-119.03,35.33,21,3057,698,1627,680,2.7083,82929,84700,INLAND
-121.06,37.45,33,1401,299,915,282,3.4464,135261,162500,INLAND
-118.24,34.06,19,2870,1021,3325,978,1.7395,231645,162500,<1H OCEAN
-122.02,37.53,21,4280,673,2216,681,5.7072,297762,242200,NEAR BAY
-118.2,33.98,30,2369,753,3259,770,2.1964,156788,158500,<1H OCEAN
-122.23,39.95,21,2087,382,888,361,2.207,75297,86400,INLAND
-118.03,34.1,38,2301,416,1079,398,4.4236,241943,233600,INLAND
-118.71,34.29,24,2983,406,1203,381,6.3236,309437.01,302000,<1H OCEAN
-119.77,36.75,44,1818,412,1680,418,1.7083,54360,48300,INLAND
-121.32,38.04,30,249,44,167,45,4.5,155873,92800,INLAND
-118.03,33.7,15,3244,421,1259,413,7.7854,358796.07,395300,<1H OCEAN
-118.36,34.02,46,3745,798,1502,808,3.8643,312487.1,195800,<1H OCEAN
-116.96,32.9,16,3047,495,1507,499,5.3008,222045.04,186500,<1H OCEAN
-121.54,39.51,33,3585,757,1887,765,2.502,96206,62100,INLAND
-117.9,33.61,19,2897,413,860,367,13.1738,490709.88,500001,<1H OCEAN
-118.45,34.44,16,13406,2574,7030,2440,4.6861,216814,187900,<1H OCEAN
-122.71,38.43,52,1439,325,738,316,2.2262,151890.01,129900,<1H OCEAN
-118.16,34.6,2,11008,1549,4098,1367,6.4865,245126,204400,INLAND
-121.85,37.33,19,735,158,597,134,4.5208,234250.02,188100,<1H OCEAN
-117.36,34.11,35,2969,521,1555,503,3.25,112399,107100,INLAND
-117.21,33.13,19,3068,596,912,554,3.775,306000.12,168000,NEAR OCEAN
-117.04,34.89,37,1884,366,1052,353,3.175,82130.99,66800,INLAND
-117.75,34.06,52,1171,318,1126,276,1.9762,96145,105800,INLAND
-122.02,37.38,32,1889,487,1321,508,3.2574,210719,254400,<1H OCEAN
-118.25,34.09,52,104,20,32,17,3.75,266756.02,241700,<1H OCEAN
-118.6,34.16,32,3999,667,1628,631,6.0794,389750.32,338500,<1H OCEAN
-122.44,37.79,52,3640,840,1525,796,4.4375,454212.39,500001,NEAR BAY
-124.14,40.77,27,3046,605,1407,571,2.9143,116824,99600,NEAR OCEAN
-121.29,38.63,24,2868,527,1284,487,3.3182,121170,213000,INLAND
-121.24,39.65,35,632,148,221,102,2.3684,106552,62500,INLAND
-121.18,39.25,9,3415,562,1208,479,4.3646,180290,185900,INLAND
-122.45,40.85,20,2701,573,892,358,2.7736,87629,107800,INLAND
-118.21,34.07,31,1077,300,1198,274,2.1333,141023,160200,<1H OCEAN
-117.55,33.85,4,8207,1373,3887,1304,4.8686,160575,195300,INLAND
-117.26,34.43,11,4597,782,2534,776,3.3368,109502,99300,INLAND
-122.09,37.21,15,1969,332,822,324,7.8774,374433.06,394900,<1H OCEAN
-122.03,37.32,15,5132,1059,2156,982,5.6511,318529.03,404800,<1H OCEAN
-122.51,38,17,2449,536,1157,543,3.9519,281451.02,274200,NEAR BAY
-122.71,38.4,17,1690,464,833,445,1.439,151932,140600,<1H OCEAN
-120.32,37.91,16,108,18,54,22,4.375,179610,100000,INLAND
-121.63,39.1,22,3585,548,1757,577,4.174,150768,100100,INLAND
-120.4,34.95,8,1885,286,835,290,5.0206,204257,261000,<1H OCEAN
-118.09,34.18,34,3113,409,1139,418,10.2289,451259.65,500001,INLAND
-117.02,32.64,5,260,41,157,42,6.5151,348230.16,281700,NEAR OCEAN
-117.9,33.72,36,443,117,577,115,3.6875,168152,137500,<1H OCEAN
-117.98,34.05,35,2342,426,2176,416,3.7454,177333,156900,<1H OCEAN
-120.18,39.17,18,1703,360,354,163,3.6563,126146,146900,INLAND
-121.31,38,19,908,158,306,154,3.9792,145225,131900,INLAND
-117.99,33.81,46,38,8,66,14,4.1667,190442.01,162500,<1H OCEAN
-121.92,36.62,52,974,190,403,181,4.3281,255771.05,236500,NEAR OCEAN
-121.62,39.79,11,3835,727,1456,658,2.5374,103825,97200,INLAND
-118.17,34.01,30,1228,358,1603,323,3.0225,156764,130800,<1H OCEAN
-122.91,39.06,21,1236,238,601,261,1.939,86156,100300,INLAND
-121.5,38.55,49,4094,634,1363,659,5.2362,305115.05,236800,INLAND
-118,33.86,32,1162,196,563,178,3.875,193063,203000,<1H OCEAN
-118.24,33.98,30,861,250,1062,231,1.75,113916.01,115400,<1H OCEAN
-118.01,33.95,36,1579,290,816,276,4.4318,212147.01,181100,<1H OCEAN
-120.68,35.26,26,1704,315,918,310,3.2464,203660,208000,NEAR OCEAN
-122.45,38.3,24,1946,400,718,380,3.5507,220688,257900,NEAR BAY
-122.07,37.91,33,1550,277,638,254,3.6833,204917,292500,NEAR BAY
-121.95,37.54,29,3517,645,1724,585,4.6641,240755.01,248900,<1H OCEAN
-117.69,33.65,16,5805,852,2356,795,6.1062,262356.02,274600,<1H OCEAN
-120.66,35.47,18,2474,449,1269,431,3.9063,222975,184800,<1H OCEAN
-119.76,36.75,35,2347,526,1676,481,1.6548,59384,49400,INLAND
-122.18,38.35,24,407,68,175,61,6.0266,216424,216700,INLAND
-116.5,33.82,16,343,85,29,14,2.1042,95741,87500,INLAND
-119.25,36.36,16,3245,469,1471,450,5.8673,209044,154800,INLAND
-122.63,38.21,22,2933,461,1283,449,6.2034,315140,291100,<1H OCEAN
-122.32,37.57,33,3384,819,2626,793,3.2285,276214,234800,NEAR OCEAN
-124.15,40.88,33,2235,506,1165,441,1.725,81066,57500,NEAR OCEAN
-117.29,33.97,4,18767,3032,8805,2723,4.6667,154336,160600,INLAND
-122.3,37.92,32,3943,605,1524,614,6.0677,312728.02,321600,NEAR BAY
-122.09,37.69,43,500,110,273,120,3.3125,185883,150000,NEAR BAY
-121.04,37.67,16,19,19,166,9,0.536,137677,162500,INLAND
-122.83,39.09,26,2191,495,679,371,1.4679,64385,94700,INLAND
-122.47,37.73,52,2151,280,762,274,10.7309,490457.9,500001,NEAR OCEAN
-119.63,36.35,4,1684,343,920,324,4.2396,127470,90600,INLAND
-121.3,38.63,31,1817,372,992,339,3.0972,122772,150000,INLAND
-122.19,40.07,21,1548,290,744,265,1.9773,77559,55000,INLAND
-118.22,34.22,39,2686,417,1094,402,7.0059,474624.68,500001,<1H OCEAN
-122.24,40.51,23,2216,378,1006,338,4.559,173196,116800,INLAND
-120.88,38.45,25,1374,297,657,288,2.5476,114933,97900,INLAND
-118.28,34.18,52,2602,418,1137,419,5.3185,320723.02,358000,<1H OCEAN
-121.98,38.36,33,1083,217,562,203,2.433,126046,101700,INLAND
-121.26,38.74,22,7173,1314,3526,1316,3.3941,126570,135900,INLAND
-122.48,37.78,52,3047,641,1427,620,3.4883,409708.16,337200,NEAR BAY
-121.45,38.53,34,1717,354,848,306,2.4741,106479,87000,INLAND
-122.03,38.24,16,1104,164,495,156,5.4074,209910,157700,INLAND
-120.2,39.33,26,1988,379,905,321,3.7841,115537,109500,INLAND
-121.46,38.61,43,1111,269,613,290,1.2917,71451,66300,INLAND
-118.15,34.19,38,1750,411,1398,409,2.3967,170801,163100,<1H OCEAN
-117.33,34.12,38,1703,385,1356,363,2.0391,72557,70400,INLAND
-118.48,34.23,29,3354,707,1752,650,4.5484,240264,239900,<1H OCEAN
-121.94,37.32,46,2451,472,1163,448,4.8519,315845.03,225800,<1H OCEAN
-120.84,37.47,11,2285,499,1468,471,2.7857,108461,110300,INLAND
-117.87,34.09,31,1484,327,927,317,3.6484,189699,189600,<1H OCEAN
-117.88,34.09,29,3416,790,2223,728,3.5109,200015,186000,<1H OCEAN
-120.49,37.29,17,2414,594,2487,582,1.0955,75017,62700,INLAND
-118.93,34.18,18,2730,415,1248,412,6.187,294448.02,287900,<1H OCEAN
-118.08,33.86,29,1018,235,684,248,3.3333,180021,198800,<1H OCEAN
-118.04,34.05,34,1058,230,1043,229,3.0536,163686,137500,<1H OCEAN
-121.36,38.6,36,1275,227,530,245,3.875,138975,133600,INLAND
-117.49,33.94,28,2787,490,1684,467,4.0256,128502,127100,INLAND
-119.12,35.33,4,8574,1489,4250,1444,5.1036,152975,103400,INLAND
-118.04,33.82,26,4105,637,2072,648,5.844,274728,273900,<1H OCEAN
-117.95,33.83,31,2421,389,1348,413,4.9394,216722,217800,<1H OCEAN
-117.96,34.02,33,349,124,460,83,2.375,168386,133300,<1H OCEAN
-117.37,33.95,32,2215,351,771,311,4.3542,131957,142600,INLAND
-117.9,34.11,37,1286,255,1047,249,4.2019,188896,140100,<1H OCEAN
-117.08,32.73,36,3331,643,1903,622,3.6974,128770,122000,NEAR OCEAN
-120.9,35.69,14,5020,909,2105,796,3.8158,206547,248700,<1H OCEAN
-117.68,33.57,2,10008,1453,3550,1139,10.1122,472003.15,500001,<1H OCEAN
-122.48,37.76,48,2660,616,1491,602,3.9758,318303.05,348600,NEAR BAY
-117.87,34.12,33,2059,361,1073,339,4.2454,218860,183800,<1H OCEAN
-118.39,34.04,44,1873,286,635,283,5.5951,356288.04,461300,<1H OCEAN
-117.02,34.89,29,3111,661,1530,608,2.8281,91467,69300,INLAND
-117.21,32.74,52,1245,174,468,193,6.9322,397809.34,334500,NEAR OCEAN
-121.35,38.01,15,2682,599,1520,601,3.5982,138162,94400,INLAND
-117.23,33.79,17,3318,759,2016,673,2.2969,99189,89300,INLAND
-121.61,39.52,24,1610,324,909,323,1.8661,77187,59800,INLAND
-121.33,38.69,15,3137,509,1635,544,4.6923,148441,122700,INLAND
-117.2,34.5,10,4201,850,2378,808,2.1781,91859,92200,INLAND
-120.59,34.7,29,17738,3114,12427,2826,2.7377,181843,28300,NEAR OCEAN
-118.34,34.18,45,3566,701,1601,653,3.8668,243092,232000,<1H OCEAN
-120.47,34.94,17,1368,308,642,303,1.8633,162517.01,109400,<1H OCEAN
-122.31,37.92,38,1250,236,631,279,3.724,196942.02,220100,NEAR BAY
-118.46,34.04,25,2142,718,1390,699,3.0069,336655.06,325000,<1H OCEAN
-120.22,39.2,22,8259,1409,845,353,3.3699,137411,244000,INLAND
-118.18,33.85,44,1890,465,1378,430,3.8819,183149,143200,<1H OCEAN
